Patent_Code,Patent_Number,Patent_ID,Status,Classes,Title,Organization
PV,2017-406,307633,Platný dokument,"C09K17/32, C09K101/00",CS: Rekultivace písčitých půd za ztížených klimatických podmínekEN: Reclaiming sandy soils under difficult climatic conditions,"MANEKO, spol. s r.o., Praha 6, Suchdol, Česká republika"
PV,2017-411,307588,Platný dokument,"C10L1/10, C10L1/14, C10L1/30, C10L1/182, C10L1/188, C10L9/10, C10L10/02","CS: Směs pro snižování emisí, karbonových úsad a spotřeby palivaEN: A mixture for reducing emissions, carbon deposits and fuel consumption","doc. Ing. Arnošt Kořínek, CSc., Kuřim, Česká republikaMartin Lupták, Olomouc, Droždín, Česká republikaMarek Vavruša, Hvozdná, Česká republika"
PV,2017-476,308407,Platný dokument,G01N33/14,CS: Způsob pro in situ objektivní určení intenzity staré chuti pivaEN: Method of in situ objective determination of the intensity of old beer taste,"Výzkumný ústav pivovarský a sladařský, a.s., Praha 2, Nové Město, Česká republika"
PV,2017-492,307563,Platný dokument,"G06T1/00, G06T1/20",CS: Způsob dynamického rozdělování výpočetních procesů jednomu či více grafickým procesorůmEN: A method of dynamic distribution of computing processes to one or more graphics processing units (GPU),"CertiCon a.s., Praha 6, Dejvice, Česká republika"
PV,2017-549,308030,Platný dokument,G01B11/06,CS: Způsob bezkontaktního měření tlouštěk stěn rotačních skořepin křivkového profilu s plovoucí tloušťkou a zařízení k provádění tohoto způsobuEN: Contactless measurement method of the wall thicknesses of curvilinear rotary shells with a floating thickness and apparatus for carrying out this method,"Vysoká škola báňská - Technická univerzita Ostrava, Ostrava - Poruba, Česká republika"
PV,2017-711,307664,Platný dokument,"G01N11/02, G01N11/08, G01N33/44, B29C47/92, B29C47/12",CS: Vytlačovací hlava pro transformaci normálových napětí polymerní taveninyEN: Extrusion head for transforming normal stresses of polymer melt,"Univerzita Tomáše Bati ve Zlíně, Zlín, Česká republika"
PV,2017-768,307917,Platný dokument,"B01J39/20, B01J41/14, C08J5/22, C08J5/04, C08L25/08, C08L25/18, C08L33/10, B01D61/42, B01D61/06",CS: Iontovýměnná membránaEN: Ion exchange membrane,"Technická univerzita v Liberci, Liberec, Liberec I-Staré Město, Česká republika"
PV,2017-846,307603,Platný dokument,"A61L27/38, A61L27/36, A61L15/00, A61F2/02",CS: Způsob přípravy materiálu na bázi amniové membrány a materiál připravitelný tímto způsobemEN: A method for preparing material based on amniotic membrane and a material produced using this method,"BioHealing s.r.o., Ostrava, Poruba, Česká republika"
PV,2017-857,307935,Platný dokument,"H02J3/24, H02J3/28, H02J3/32, H02J3/38, H02J3/46, H02J3/00",CS: Způsob a zařízení pro balancování parametrů kvality elektrické energie v elektrické sítiEN: Method and device for balancing electrical power quality parameters in an electrical network,"Vysoká škola báňská – Technická univerzita Ostrava, Ostrava, Poruba, Česká republika"
PUV,2017-33314,30552,Platný dokument,E02D29/14,"CS: Uzávěr únikových a přístupových tras do komor, šachet a infrastrukturních objektů, zejména kolektorůEN: A closure of escape and access routes into chambers, shafts and infrastructure buildings, particularly collectors","Kolektory Praha, a.s., Praha 9, Vysočany, Česká republika"
PUV,2017-33329,30513,Platný dokument,"B01D63/02, F28F9/04",CS: Sběrná komora tepelného výměníku z dutých vlákenEN: A collecting chamber of a heat exchanger of hollow fibres,"Vysoké učení technické v Brně, Brno, Veveří, Česká republika"
PUV,2017-33407,30909,Zaniklý dokument,"F24F1/02, F24F13/08, F24F12/00, F24F1/028, F24F1/0323, F24F1/035",CS: Klimatizační vícezónová jednotkaEN: An air-conditioning multi-zone unit,"Ing. Petr Morávek, Železný Brod, Česká republika"
PUV,2017-33647,30846,Platný dokument,"B26D1/547, B23D61/18, B25B11/00, B26B27/00, B62D67/00",CS: Zařízení pro uvolňování skel z karoserií vozidelEN: A device for releasing glasses from vehicle bodies,"Ing. Vladimír Hauser, České Budějovice, České Budějovice 3, Česká republika"
PUV,2017-33774,30973,Zaniklý dokument,"C12N1/16, C12R1/865, C12C11/00, C12C11/02",CS: Pivo připravené zkvašováním pivní mladiny kvasinkami kmene Saccharomyces cerevisiae CCM 8714EN: Beer prepared by fermenting beer wort with yeasts of the strain Saccharomyces cerevisiae CCM 8714,"Výzkumný ústav pivovarský a sladařský, a.s., Praha 2, Nové Město, Česká republikaAMPELOS, ŠLECHTITELSKÁ STANICE VINAŘSKÁ ZNOJMO, s.r.o., Vrbovec, Česká republika"
PUV,2017-33784,31028,Zaniklý dokument,"C12N1/18, C12R1/865, C12C5/00, C12C12/00",CS: Nízkoalkoholický nápoj připravený zkvašováním sladiny z pšenice kvasinkami kmene Saccharomyces cerevisiae CCM 8503EN: A low alcohol beverage prepared by fermentation of wheat malts using yeast strain of Saccharomyces cerevisiae CCM 8503,"Výzkumný ústav pivovarský a sladařský, a.s., Praha 2, Nové Město, Česká republika"
PUV,2017-33808,31055,Zaniklý dokument,"B07B13/00, B07B13/18, B07B15/00, B65D88/00",CS: Systém soustřeďování a třídění kovového odpaduEN: A system of concentration and sorting of metal waste,"INTERAGENCIE HOLDING s.r.o., Praha 6, Střešovice, Česká republika"
PUV,2017-33868,31030,Zaniklý dokument,"C12N1/18, C12R1/865, C12C5/00, C12C12/00",CS: Nízkoalkoholický nápoj připravený zkvašováním sladiny z ovsa kvasinkami kmene Saccharomyces cerevisiae CCM 8503EN: A low alcohol beverage prepared by fermentation of oat malts using yeast strain of Saccharomyces cerevisiae CCM 8503,"Výzkumný ústav pivovarský a sladařský, a.s., Praha 2, Nové Město, Česká republika"
PUV,2017-33869,31031,Zaniklý dokument,"C12N1/18, C12R1/865, C12C5/00, C12C12/00",CS: Nízkoalkoholický nápoj připravený zkvašováním směsi pohankového a ječného sladu kvasinkami kmene Saccharomyces cerevisiae CCM 8503EN: A low alcohol beverage prepared by fermentation of a mixture of buckwheat and barley malts using yeast strain of Saccharomyces cerevisiae CCM 8503,"Výzkumný ústav pivovarský a sladařský, a.s., Praha 2, Nové Město, Česká republika"
PUV,2017-33919,30991,Platný dokument na poshovovací lhůtě,A47C19/00,CS: Postel s bočně přestavitelnými lůžkyEN: A bed with side-adjustable beds,"HeyBay Point s.r.o., Brno, Staré Brno, Česká republika"
PUV,2017-33920,31070,Zaniklý dokument,"C10L1/10, C10L1/14, C10L1/30, C10L1/182, C10L1/188","CS: Směs pro snižování emisí, karbonových úsad a spotřeby palivaEN: A mixture for reducing emissions, carbon deposits and fuel consumption","doc. Ing. Arnošt Kořínek, CSc., Kuřim, Česká republikaMartin Lupták, Olomouc, Droždín, Česká republikaMarek Vavruša, Hvozdná, Česká republika"
PUV,2017-33921,31567,Platný dokument,"C12C13/00, F28D1/02, F25D31/00","CS: Zapojení pro nepřímé vychlazování cylindrokónického tanku na kvašení piva teplonosným mediem na bázi monopropylenglykolu, glycerinu či jiné báziEN: Connection for indirect cooling of a cylindroconic tank for fermentation of beer with a heat transfer medium based on monopropylene glycol, glycerine or another base","Petr Viták, Praha 9, Satalice, Česká republikaIng. Milan Šlejhar, Praha 1, Staré Město, Česká republika"
PUV,2017-33936,31071,Platný dokument,"A63B21/06, A63B21/075, A63B23/02, A63B23/12",CS: Posilovací a rehabilitační pomůckaEN: A strengthening and rehabilitation aid,"Martin Kofroň, Rychnovek, Česká republika"
PUV,2017-33980,31569,Platný dokument,C02F1/52,CS: Čiřič pro úpravu vody s vločkovým mrakem a proměnlivým průtokemEN: A water clarifier with a sludge blanket and a variable flow,"Ing. František Svoboda, Brno, Bohunice, Česká republika"
PUV,2017-33981,31265,Platný dokument na poshovovací lhůtě,"B01F7/02, B01F15/00, C02F1/52, C02F1/34, B01F27/60, B01F23/40",CS: Segmentové sdružené mechanické míchadloEN: A segmental combined mechanical stirrer,"Ing. František Svoboda, Brno, Bohunice, Česká republika"
PUV,2017-33994,31037,Platný dokument na poshovovací lhůtě,C04B18/08,CS: Doplňující složka do cementu a betonuEN: An additional component in cement and concrete,"BUSINESSCOOP LTD., Victoria, Mahe, Seychely"
PUV,2017-34110,31236,Platný dokument,G01B11/06,CS: Zařízení k provádění měření tlouštěk stěn rotačních skořepin křivkového profilu s plovoucí tloušťkouEN: A device for measuring wall thicknesses of rotating shells of a curved profile with a floating thickness,"Vysoká škola báňská - Technická univerzita Ostrava, Ostrava - Poruba, Česká republika"
PUV,2017-34146,32064,Platný dokument,"G01N30/06, G01N33/68",CS: Zařízení pro detekci kloubního onemocnění a/nebo určení vhodné léčby kloubního aparátu a látka pro stanovení příčiny kloubního onemocnění a jeho monitoraciEN: A device for the detection of joint disease and/or determination of appropriate treatment of the joint system and a substance for determining the cause of the joint disease and its monitoring,"Fakultní nemocnice v Motole, Praha 5, Motol, Česká republika"
PUV,2017-34214,31249,Platný dokument,"E04H3/14, E04B1/342","CS: Kryté cvičiště, zejména pro výcvik vojáků a policistůEN: A covered training ground, especially for the training of soldiers and police officers","LEDIC Development s.r.o., Praha 4, Michle, Česká republika"
PUV,2017-34270,31571,Platný dokument,"C08F20/56, C08F20/54, A61K47/32",CS: Hydrofilní polyamidový biokompatibilní gelEN: Hydrophilic polyamide biocompatible gel,"ZAFERRON s.r.o., 010 01 Žilina, Slovensko"
PUV,2017-34494,31587,Platný dokument,G01N21/01,CS: Zařízení pro stanovení barvy sladuEN: A device for determining the malt colour,"Výzkumný ústav pivovarský a sladařský, a.s., Praha 2, Nové Město, Česká republika"
EP,2017-165163,3231729,Neúčinný EP od počátku,B65D63/10,EN: CLAMPING COLLAR,"SES-Sterling Industrie-Holding AG, 4115 Mariastein, Švýcarsko"
EP,2017-166558,3318144,Zaniklý dokument,"A41D13/11, A61F9/02, A42B1/24, A62B17/04",CS: Kukla pro ochranu hlavy s vestavěným rámemEN: PROTECTIVE HOOD WITH INTEGRATED FRAME,"BeMicron SA, 6041 Gosselies, Belgie"
EP,2017-178812,3361442,Neúčinný EP od počátku,"H04L29/08, G06Q50/06, H04L29/06",EN: METHOD AND APPARATUS FOR DETECTING SECURITY USING AN INDUSTRY INTERNET OPERATING SYSTEM,"Kyland Technology Co., Ltd., Beijing 100041, Čína"
EP,2017-178816,3361331,Neúčinný EP od počátku,G05B19/05,EN: METHOD AND APPARATUS FOR CONTROLLING AND MANAGING AN INDUSTRY PROCESS,"Kyland Technology Co., Ltd., Beijing 100041, Čína"
EP,2017-180897,3249108,Neúčinný EP od počátku,"E02F5/10, E02F5/12, E02F5/02, E02F5/14, H02G1/10, B63B27/16",EN: BACKFILL PLOW,"Ecosse Subsea Systems Limited, Aberdeen, Aberdeenshire AB10 1XE, Velká Británie"
EP,2017-181225,3249109,Neúčinný EP od počátku,"E02F5/10, E02F5/12, E02F5/02, E02F5/14, H02G1/10, B63B27/16",EN: BACKFILL METHOD FOR SEABED SPOIL,"Oceaneering International Services Limited, London
EC4V 6JA, Velká Británie"
EP,2017-181605,3272576,Neúčinný EP od počátku,"B60N2/015, B62D25/20",EN: A COMPONENT FOR OUTFITTING VEHICLE INTERIORS,"IVECO S.p.A., 10156 Torino, Itálie"
EP,2017-196787,3315104,Neúčinný EP od počátku,"A61F5/448, A61F5/449",EN: MEDICAL DEVICE FOR STOMA,"Vlamynck, Elodie, 80120 Fort Mahon Plage, FrancieGagnoux, Jérôme, 02100 Saint-Quentin, Francie"
EP,2017-305057,3195734,Neúčinný EP od počátku,"A23K20/147, A61K47/42, A61K33/06, A23K20/24, A23K50/40, A61K9/00, A61K38/38",EN: FOOD SUPPLEMENT FOR USE IN COMBATING STRESS AND ANXIETY IN PETS,"Domes Pharma, 75014 Paris, Francie"
EP,2017-305591,3404022,Neúčinný EP od počátku,"C07D277/36, G01N33/52",EN: MEMBRANE-IMPERMEANT FLUOROGENIC CHROMOPHORES,"Paris Sciences et Lettres - Quartier Latin, 75006 Paris, FrancieCENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE, 75016 Paris, FrancieInstitut Curie, 75005 Paris, FrancieSORBONNE UNIVERSITE, 75006 Paris, Francie"
EP,2017-709128,3300533,Neúčinný EP od počátku,"H01H71/74, H01H69/01",EN: CIRCUIT BREAKER-TYPE PROTECTIVE APPARATUS COMPRISING A STOP FOR ADJUSTING THE CALIBRATION SPRING,"HAGER-ELECTRO SAS, 67210 Obernai, Francie"
EP,2017-709129,3300531,Neúčinný EP od počátku,H01H71/12,EN: ELECTRONIC TRIPPING DEVICE FOR AN ELECTRICAL LINE PROTECTION APPARATUS,"HAGER-ELECTRO SAS, 67210 Obernai, Francie"
EP,2017-709130,3300529,Neúčinný EP od počátku,"H01H71/02, H01H71/12",EN: ELECTRONIC TRIPPING DEVICE FOR AN ELECTRICAL LINE PROTECTION APPARATUS,"HAGER-ELECTRO SAS, 67210 Obernai, Francie"
EP,2017-709131,3345204,Neúčinný EP od počátku,"H01H77/02, H01H71/10",EN: PRESSURE-ACTUATED TRIPPING DEVICE FOR AN ELECTRICAL LINE PROTECTION APPARATUS,"HAGER-ELECTRO SAS, 67210 Obernai, Francie"
EP,2017-712140,3432934,Neúčinný EP od počátku,"A61K47/65, A61K47/68, A61P35/00",EN: PRODRUGS OF CYTOTOXIC AGENTS WITH ENZYMATICALLY CLEAVABLE GROUPS,"Bayer Pharma Aktiengesellschaft, 13353 Berlin, Spolková republika Německo"
EP,2017-719626,3452824,Platný dokument,"G01N33/20, G01N31/02, G01N35/08, B01D17/00, G01N1/40",CS: Způsob záchytu a/nebo detekce chemické složky a zařízení k provedení tohoto způsobuEN: METHOD OF DETERMINING AND/OR DETECTING A CHEMICAL SUBSTANCE AND APPARATUS FOR CARRYING OUT THE METHOD,"Université Claude Bernard Lyon 1, 69100 Villeurbanne, FrancieCentre National de la Recherche Scientifique, 75016 Paris, FrancieInstitut National des Sciences Appliquées de Lyon, 69621 Villeurbanne, FrancieCPE Lyon Formation Continue et Recherche, 69100 Villeurbanne, Francie"
EP,2017-723246,3596521,Platný dokument,"G02B6/44, H01B9/00",CS: Hybridní kabel s trubičkou pro uložení optického vlákna či kabeluEN: HYBRID CABLE WITH A TUBE FOR RECEIVING OPTICAL FIBER OR CABLE,"PRAKAB PRAŽSKÁ KABELOVNA, s.r.o., Praha 10, Hostivař, Česká republika"
EP,2017-725153,3382323,Neúčinný EP od počátku,"F42B4/20, F42B4/24",EN: COMBINED FIREWORK WITH TUBULAR LAUNCHING CAVITIES PROVIDED WITH PITS,"Lu, Shanhe, Changsha, Hunan 410300, Čína"
EP,2017-727695,3442805,Neúčinný EP od počátku,"B41J3/407, B41J25/316",EN: MACHINE FOR THE DECORATION OF TRIDIMENSIONAL PRODUCTS,"Projecta Engineering S.r.l., 41042 Fiorano Modenese (Modena), Itálie"
EP,2017-728737,3464938,Platný dokument,"F16G11/02, F16G11/14, H02G7/05",EN: SUPPORT STRUCTURE FOR SUPPORTING A CABLE,"Preformed Line Products Co., Mayfield Village, OH 44143, Spojené státy americké"
EP,2017-730108,3471776,Neúčinný EP od počátku,"A61K47/68, A61P35/00, C07D207/335, C07D233/64, C07K16/28",EN: SPECIFIC ANTIBODY-DRUG-CONJUGATES WITH KSP INHIBITORS AND ANTI-CD123-ANTIBODIES,"Bayer Pharma Aktiengesellschaft, 13353 Berlin, Spolková republika Německo"
EP,2017-730443,3469073,Neúčinný EP od počátku,C12N7/00,EN: RAAV WITH CHEMICALLY MODIFIED CAPSID,"Centre National de la Recherche Scientifique 
(CNRS), 75016 Paris, FrancieInstitut National de la Santé et de la 
Recherche Médicale (INSERM), 75013 Paris, FrancieNantes Université, 44000 Nantes, FrancieCentre Hospitalier Universitaire de Nantes, 44000 Nantes, Francie"
EP,2017-731569,3452306,Neúčinný EP od počátku,"B60C11/16, B60C11/00",EN: STUDDED TYRE,"Compagnie Générale des Etablissements Michelin, 63000 Clermont-Ferrand, Francie"
EP,2017-735622,3454700,Neúčinný EP od počátku,A47J31/44,EN: OPTICAL RECOGNITION SYSTEM FOR CAPSULES FOR THE PRODUCTION OF HOT BEVERAGES,"GB Progetti S.R.L., 27055 Rivanazzano Terme (PV), Itálie"
EP,2017-752569,3417133,Neúčinný EP od počátku,"E05D7/086, E05D11/08, E05D11/10, E05F1/12, E05F3/20, E05D5/02, E05D3/02",EN: HINGE,"Polaris IP Pty Ltd, Huntleys Point NSW 2111, Austrálie"
EP,2017-791173,3531972,Platný dokument,A61F2/12,CS: Zařízení schopné implantace do těla subjektu pro vytvoření implantátuEN: DEVICE TO BE IMPLANTED IN A SUBJECT'S BODY TO FORM AN IMPLANT,"Centre Hospitalier Regional Universitaire de Lille, 59037 Lille, FrancieUniversité de Lille, 59800 Lille, FranciePayen, Julien, 59134 Fournes en Weppes, Francie"
EP,2017-797852,3529572,Neúčinný EP od počátku,"G01J1/42, G01J3/18, G01J3/02, G01N23/20, G01N23/207","EN: APPARATUS FOR SPECTRUM AND INTENSITY PROFILE CHARACTERIZATION OF A BEAM, USE THEREOF AND METHOD THEREOF","ELI ERIC (Extreme Light Infrastructure ERIC), Dolní Břežany, Česká republika"
EP,2017-811231,3545102,Neúčinný EP od počátku,C12Q1/68,EN: DETERMINATION OF THE GENOTYPE UNDERLYING THE S-S-U- PHENOTYPE OF THE MNSS BLOOD GROUP SYSTEM,"Gassner, Christoph, 8049 Zürich, Švýcarsko"
EP,2017-825623,3565930,Neúčinný EP od počátku,"E03C1/122, F16L55/054",EN: AIR PRESSURE ATTENUATION DEVICE,"Heriot-Watt University, Edinburgh EH14 4AS, Velká Británie"
EP,2017-827948,3462639,Neúčinný EP od počátku,"H04B7/26, H04W56/00",EN: METHOD AND DEVICE FOR TRANSMITTING/RECEIVING SYNCHRONIZATION SIGNAL AND SYSTEM INFORMATION FOR TERMINAL IN NEW WIRELESS ACCESS NETWORK,"KT Corporation, Seongnam-si, Gyeonggi-do 13606, Korejská republika"
EP,2017-832979,3568548,Neúčinný EP od počátku,"E05B65/08, E05C19/00, E05D15/56, E05B13/00, E05F11/10",EN: HIDDEN UPLIFTING FRAME WITH LOCKING MECHANISM,"SEU PLASTICS ONE MAN L.L.C., 62122 Serres, Řecko"
EP,2017-837872,3558387,Neúčinný EP od počátku,"A61K47/68, A61K47/65, A61P35/00",EN: SPECIFIC ANTIBODY DRUG CONJUGATES (ADCS) HAVING KSP INHIBITORS,"Bayer Pharma Aktiengesellschaft, 13353 Berlin, Spolková republika Německo"
EP,2017-856779,3522405,Neúčinný EP od počátku,"H04J11/00, H04W56/00",EN: METHOD AND DEVICE FOR CONFIGURING SYNCHRONIZATION SIGNAL FOR NEW RADIO ACCESS TECHNOLOGY,"KT Corporation, Seongnam-si, Gyeonggi-do 13606, Korejská republika"
EP,2017-858693,3525408,Neúčinný EP od počátku,"H04L27/26, H04L5/00, H04L7/00, H04L27/00",EN: METHOD AND APPARATUS FOR TRANSMITTING REFERENCE SIGNAL FOR FREQUENCY OFFSET ESTIMATION IN NEW WIRELESS COMMUNICATION SYSTEM,"KT Corporation, Seongnam-si, Gyeonggi-do 13606, Korejská republika"
EP,2017-867332,3537823,Platný dokument,"H04L5/00, H04W72/044, H04W72/20",EN: METHOD AND DEVICE FOR EXECUTING MULTI-BEAM-BASED SCHEDULING REQUEST IN WIRELESS COMMUNICATION,"KT Corporation, Seongnam-si, Gyeonggi-do 13606, Korejská republika"
EP,2017-867340,3537760,Neúčinný EP od počátku,"H04W28/02, H04W36/00, H04W48/18",EN: METHOD FOR PROCESSING DATA ON BASIS OF NETWORK SLICE,"KT Corporation, Seongnam-si, Gyeonggi-do 13606, Korejská republika"
EP,2017-871249,3544349,Neúčinný EP od počátku,"H04W72/04, H04L5/00, H04W72/21, H04W4/70, H04J11/00",EN: METHOD AND APPARATUS FOR TRANSMITTING AND RECEIVING UPLINK CONTROL DATA IN NEXT GENERATION WIRELESS NETWORK,"KT Corporation, Seongnam-si, Gyeonggi-do 13606, Korejská republika"
PV,2018-16,307878,Platný dokument,"F28F9/04, B01D63/02",CS: Výměník na bázi dutých polymerních vláken a způsob jeho zhotoveníEN: Hollow polymer fibre-based exchanger and how to produce it,"Vysoké učení technické v Brně, Brno, Veveří, Česká republika"
PV,2018-133,308284,Platný dokument,"A61K31/785, A61K31/787, A61K31/78, A61L15/22, A61L15/44, A61K9/70, A61P17/02",CS: Přípravek na bázi interpenetrujících polymerních sítí pro hojení ranEN: Preparation based on interpenetrating polymer networks for healing wounds,"Ústav makromolekulární chemie AV ČR, v. v. i., Praha 6, Břevnov, Česká republika"
PV,2018-144,307794,Zaniklý dokument,"C12C12/00, C12C1/18",CS: Způsob pro výrobu piva a pivo vyrobené tímto způsobemEN: Method of producing beer and beer produced in this way,"Výzkumný ústav pivovarský a sladařský, a.s., Praha 2, Nové Město, Česká republika"
PV,2018-167,308032,Platný dokument,"A01G25/06, A01B49/00",CS: Zařízení pro manipulaci se závlahovou hadicíEN: Irrigation hose handling equipment,"Výzkumný ústav zemědělské techniky, v. v. i., Praha 6, Ruzyně, Česká republikaVýzkumný ústav bramborářský Havlíčkův Brod, s.r.o., Havlíčkův Brod, Česká republika"
EP,2018-202,3369335,Neúčinný EP od počátku,"A45C3/04, G06K19/077",EN: REUSABLE BAG WITH ELECTRONIC CHIP,"Tracking Pack, 87600 Rochechouart, Francie"
PV,2018-228,307955,Platný dokument,"H01S3/08, H01S3/0941, H01S3/16",CS: Laserový systém v uspořádání nestabilního optického rezonátoru poskytující tvarovaný profil intenzity výstupního svazku a způsob jeho vytvořeníEN: Laser system in an unstable optical resonator arrangement providing a shaped output beam intensity profile and the method of forming it,"Fyzikální ústav AV ČR, v. v. i., Praha 8, Libeň, Česká republika"
PV,2018-264,308189,Zrušený patent,B67D1/14,CS: Zařízení pro čepování pivaEN: Draft beer equipment,"Ing. Lubomír Krýsl, Letiny, Česká republika"
PV,2018-301,307908,Platný dokument,"F25B29/00, F25B30/06, F24D15/04, B65D90/02",CS: Multifunkční mobilní kontejnerový monoblok komplexního systému tepelných čerpadel s vazbou na transportní platformuEN: Multifunctional mobile mono-block container for a complete heat pump system linked to a transport platform,"SLEZSKÁ MECHATRONIKA a.s., Ostrava, Moravská Ostrava, Česká republika"
PV,2018-359,308047,Zaniklý dokument,"A61K31/787, A61K31/78, A61K31/695, A61K9/10, A61P17/18",CS: Tekutý krycí přípravek pro ošetření ranEN: Liquid cover preparation for wound treatment,"Ústav makromolekulární chemie AV ČR, v. v. i., Praha 6, Břevnov, Česká republika"
PV,2018-386,307717,Platný dokument,"A01N33/12, A61K31/01, A61K39/385, A01N65/00","CS: 1-Alkyl-3-(2-hydroxyethyl)imidazolium-halogenid jako dezinfekční činidlo a dezinfekční kompozice, která jej obsahujeEN: Alkyl 3- (2-hydroxyethyl) imidazolium halide as a disinfectant and a disinfectant composition containing it","Fakultní nemocnice Hradec Králové, Hradec Králové, Nový Hradec Králové, Česká republika"
PV,2018-438,308011,Platný dokument,"A62C31/02, A62C37/40",CS: Automatický ochlazovací a hasicí systémEN: Automatic cooling and extinguishing system,"MEGELLAN, SE, Praha 3, Žižkov, Česká republika"
PV,2018-542,308302,Platný dokument,"E04C5/12, E04C5/07, E04G23/02",CS: Přípravek pro předepnutí a kotvení kompozitních pásů a/nebo lamel ve zdivuEN: Tool for pre-stressing and anchoring composite strips and / or slats in masonry,"České vysoké učení technické v Praze, Praha 6, Dejvice, Česká republika"
PV,2018-601,308304,Platný dokument,"E04C5/07, E04C5/12, E04G23/02",CS: Přípravek pro spřažení základových konstrukcí stavebEN: Jig for coupling foundation structures of buildings,"České vysoké učení technické v Praze, Praha 6, Dejvice, Česká republika"
PV,2018-604,308512,Platný dokument,"B60C7/24, B60C5/16, B60B3/00, B60B7/00, B60B25/10",CS: Ráfek bezdušové pneumatikyEN: Tubeless tyre rim,"Výzkumný ústav zemědělské techniky, v. v. i., Praha 6, Ruzyně, Česká republika"
PV,2018-608,308319,Platný dokument,"E04G23/02, E04B1/32, E04B1/98",CS: Zařízení pro zabezpečení zděných valených klenebEN: Equipment for securing masonry barrel vaults,"České vysoké učení technické v Praze, Praha 6, Dejvice, Česká republika"
PV,2018-661,308078,Zaniklý dokument,"H05B3/84, C03C17/36",CS: Topné bezpečnostní zaskleníEN: Safety heating glazing,"Prokop Vonasek, 3100 St. Pölten, Rakousko"
PV,2018-669,308353,Platný dokument,"G01N33/02, G01N33/14, G01N30/02","CS: Způsob určení přítomnosti chmele odrůdy Žatecký poloraný červeňák v neznámém vzorku hlávkového chmele, lisovaného chmele, chmelových pelet nebo pivaEN: Method for determining the presence of Žatec half-naked redhead hops in an unknown sample of head hops, pressed hops, hop pellets or beer","Výzkumný ústav pivovarský a sladařský, a.s., Praha 2, Nové Město, Česká republika"
PV,2018-701,308177,Platný dokument,"A61G7/075, A63B21/055, A63B22/08, A63B23/04",CS: Cvičební zařízení a lůžko s cvičebním zařízenímEN: Exercise equipment and bed with exercise equipment,"Fakultní nemocnice Hradec Králové, Hradec Králové, Nový Hradec Králové, Česká republika"
PUV,2018-34570,31878,Platný dokument,"C02F1/18, C02F1/52, C02F1/32, C02F9/02",CS: Dvoustupňová stavebnicová úpravna povrchové vody v kontejnerovém provedeníEN: A two-stage modular surface water treatment plant in a container version,"Ing. František Svoboda, CSc., Brno, Bohunice, Česká republika"
PUV,2018-34599,31594,Platný dokument,"C02F101/32, C02F1/40",CS: Zařízení k odstraňování olejovitých a ropných látek z vodyEN: A device for removing oil and petroleum substances from water,"Ing. František Svoboda, CSc., Brno, Bohunice, Česká republika"
PUV,2018-34785,31775,Zaniklý dokument,"A61K45/06, A61K31/74, A61K31/78, A61K31/787, A61K31/765, A61K47/50, A61K9/70, A61K9/107, A61K9/20, A61K9/02, A61K9/06, A61P17/02",CS: Přípravek na bázi interpenetrujících polymerních sítí pro hojení ranEN: A preparation based on interpenetrating polymer networks for wound healing,"Ústav makromolekulářní chemie AV ČR, v. v. i., Praha 6, Břevnov, Česká republika"
PUV,2018-34846,31948,Zaniklý dokument,"A01G25/06, A01B76/00",CS: Zařízení pro manipulaci se závlahovou hadicíEN: A device for handling the irrigation hose,"Výzkumný ústav zemědělské techniky, v. v. i., Praha 6, Ruzyně, Česká republika"
PUV,2022-39701,36149,Platný dokument,"F24F1/02, F24F13/08, F24F13/24",CS: Interiérová klimatizační jednotkaEN: Indoor air conditioning unit,"Ing. Petr Morávek, CSc., Koberovy, Česká republika"
PUV,2018-34901,32089,Platný dokument,"A47C17/86, A47C17/00, A47C3/00",CS: Područka/opěrka pro sedací a lehací nábytekEN: An armrest/rest for seating and lying furniture,"České vysoké učení technické v Praze, Praha 6, Dejvice, Česká republika"
PUV,2018-34911,32177,Zaniklý dokument,G08B13/08,CS: Systém pro sledování pohybu objektůEN: An object tracking system,"Senzoor Czech s.r.o., Brno, Trnitá, Česká republika"
PUV,2018-35015,32035,Platný dokument,"A61F7/02, A61F13/00",CS: Multifunkční krycí prostředekEN: A multifunctional cover,"Bc. Martina Štefanková, Klášterec nad Ohří, Česká republika"
PUV,2018-35049,31972,Platný dokument,C12C12/00,"CS: Pivo připravené ze sladu, který je z 30 až 65 % tvořený ovesným slademEN: Beer made from malt, consisting of 30 to 65% of oat malt","Výzkumný ústav pivovarský a sladařský, a.s., Praha 2, Nové Město, Česká republika"
PUV,2018-35080,32486,Platný dokument,"G01R22/00, G01R22/10, G01R22/08",CS: Jednotné odběrné místo elektrické energieEN: Single electricity supply point,"RNDr. František Krejčí, CSc., Brno, Veveří, Česká republika"
PUV,2018-35086,32221,Platný dokument,"F25B29/00, B65D90/00",CS: Multifunkční mobilní kontejnerový monoblok komplexního systému tepelných čerpadel s vazbou na transportní platformuEN: A multifunctional mobile container monoblock of a complex heat pump system linked to a transport platform,"SLEZSKÁ MECHATRONIKA a.s., Ostrava, Moravská Ostrava, Česká republika"
