Publication_Office_Code,Original_Publication_Office_Code,Publication_Number,Document_Kind_Code,Publication_Date,Application_Number,Filing_Date,Invention_Title,File_Name
CZ,CZ,309150,B6,2022-03-16,2020-350,2020-06-17,"Způsob výroby extraktu z tepelně zpracovaného dřeva, extrakt připravený tímto způsobem a použití tohoto extraktu pro alkoholické nápoje",OPENDATAST96_PT_CZ_DIFF_PV2020-350.xml
CZ,CZ,2020-351,A3,2021-12-29,2020-351,2020-06-18,Ultrazvuková svařovací jednotka,OPENDATAST96_PT_CZ_DIFF_PV2020-351.xml
CZ,CZ,308906,B6,2021-08-18,2020-354,2020-06-22,Reverzibilní hydraulický zkrucovač,OPENDATAST96_PT_CZ_DIFF_PV2020-354.xml
CZ,CZ,2020-355,A3,2021-03-24,2020-355,2020-06-22,Zařízení využívající energie magnetického pole,OPENDATAST96_PT_CZ_DIFF_PV2020-355.xml
CZ,CZ,308793,B6,2021-05-19,2020-357,2020-06-23,Zařízení pro aditivní 3D tisk s konstrukčním řešením eliminace studených spojů,OPENDATAST96_PT_CZ_DIFF_PV2020-357.xml
CZ,CZ,308983,B6,2021-11-03,2020-358,2020-06-23,Ozařovací kanál pro řízenou simulaci radiační degradace betonů,OPENDATAST96_PT_CZ_DIFF_PV2020-358.xml
CZ,CZ,309046,B6,2021-12-22,2020-359,2020-06-23,Ozařovací kanál s řízením teploty a vnitřním přetlakem ve vzorcích,OPENDATAST96_PT_CZ_DIFF_PV2020-359.xml
CZ,CZ,308708,B6,2021-03-10,2020-36,2020-01-24,Zařízení pro bezkontaktní měření šířky průsvitného pásového materiálu pro jeho rozměrovou úpravu,OPENDATAST96_PT_CZ_DIFF_PV2020-36.xml
CZ,CZ,308724,B6,2021-03-24,2020-360,2020-06-23,Stirlingův motor,OPENDATAST96_PT_CZ_DIFF_PV2020-360.xml
CZ,CZ,308858,B6,2021-07-14,2020-361,2020-06-24,Zařízení pro pokládku návnad na hlodavce do půdy,OPENDATAST96_PT_CZ_DIFF_PV2020-361.xml
CZ,JP,2020-362,A3,2021-01-06,2020-362,2020-06-24,Způsob zpracování obráběného kusu,OPENDATAST96_PT_CZ_DIFF_PV2020-362.xml
CZ,CZ,308805,B6,2021-05-26,2020-363,2020-06-24,Sestava výškově stavitelné toalety,OPENDATAST96_PT_CZ_DIFF_PV2020-363.xml
CZ,CZ,309136,B6,2022-02-23,2020-364,2020-06-24,Odpadní systém výškově stavitelné toalety,OPENDATAST96_PT_CZ_DIFF_PV2020-364.xml
CZ,CZ,309741,B6,2023-09-06,2020-366,2020-06-24,Nátěrová hmota obsahující sikativy na bázi sloučenin vanadu s kompenzujícími anionty sulfonových kyselin,OPENDATAST96_PT_CZ_DIFF_PV2020-366.xml
CZ,CZ,308692,B6,2021-02-24,2020-367,2020-06-25,Zařízení pro nalisování koncového konektoru na hadici nebo trubku,OPENDATAST96_PT_CZ_DIFF_PV2020-367.xml
CZ,CZ,308980,B6,2021-11-03,2020-37,2020-01-24,Dentální přípravek z vláken na bázi kyseliny hyaluronové s regulovatelnou biodegradabilitou,OPENDATAST96_PT_CZ_DIFF_PV2020-37.xml
CZ,CZ,308915,B6,2021-08-25,2020-371,2020-06-26,Způsob získání nanostrukturovaného hierarchického povrchu pozitivního otisku kopírovaného přírodního povrchu,OPENDATAST96_PT_CZ_DIFF_PV2020-371.xml
CZ,CZ,309092,B6,2022-01-26,2020-372,2020-06-26,Komunikační jednotka létající základny dronů,OPENDATAST96_PT_CZ_DIFF_PV2020-372.xml
CZ,CZ,309195,B6,2022-05-04,2020-373,2020-06-26,Dron pro shromažďování a předávání informací,OPENDATAST96_PT_CZ_DIFF_PV2020-373.xml
CZ,CZ,309093,B6,2022-01-26,2020-374,2020-06-26,Létající dronová základna,OPENDATAST96_PT_CZ_DIFF_PV2020-374.xml
CZ,CZ,2020-376,A3,2022-01-05,2020-376,2020-06-26,Zařízení pro letmé dělení trubky laserem,OPENDATAST96_PT_CZ_DIFF_PV2020-376.xml
CZ,CZ,309407,B6,2022-11-30,2020-377,2020-06-28,Kloub se dvěma stupni volnosti pro použití v exoskeletech a rehabilitačních zařízeních,OPENDATAST96_PT_CZ_DIFF_PV2020-377.xml
CZ,CZ,2020-378,A3,2022-01-05,2020-378,2020-06-29,Způsob obohacování grafitové horniny a získávání jemných živců,OPENDATAST96_PT_CZ_DIFF_PV2020-378.xml
CZ,IB,2020-38,A3,2020-03-11,2020-38,2017-08-03,"Stator, elektrický motor, hermetický kompresor a způsob výroby statoru",OPENDATAST96_PT_CZ_DIFF_PV2020-38.xml
CZ,CZ,308916,B6,2021-08-25,2020-381,2020-06-29,Usměrňovač průtoku plynu v ohybu proudění u ultrazvukového plynoměru,OPENDATAST96_PT_CZ_DIFF_PV2020-381.xml
CZ,CZ,308718,B6,2021-03-17,2020-382,2020-06-29,Bruska pro broušení nože brusle,OPENDATAST96_PT_CZ_DIFF_PV2020-382.xml
CZ,CZ,309017,B6,2021-11-24,2020-383,2020-06-30,Způsob a zařízení pro měření svislého zatížení a tažné zařízení,OPENDATAST96_PT_CZ_DIFF_PV2020-383.xml
CZ,CZ,2020-384,A3,2022-01-12,2020-384,2020-06-30,Podzemní vsakovací zařízení,OPENDATAST96_PT_CZ_DIFF_PV2020-384.xml
CZ,WO,309161,B6,2022-03-30,2020-386,2018-01-19,Rotační kompresor,OPENDATAST96_PT_CZ_DIFF_PV2020-386.xml
CZ,CZ,2020-387,A3,2022-01-12,2020-387,2020-07-01,Superplastifikátor betonu zajišťující jeho vysokou odolnost proti chemickým rozmrazovacím látkám a pevnost,OPENDATAST96_PT_CZ_DIFF_PV2020-387.xml
CZ,DE,2020-388,A3,2021-01-27,2020-388,2020-07-01,"Panel, sestava panelů a způsob montáže",OPENDATAST96_PT_CZ_DIFF_PV2020-388.xml
CZ,CZ,309071,B6,2022-01-12,2020-389,2020-07-02,"Vytlačovací hlava s inertní výstupní štěrbinou, zejména pro vysoké výstupní rychlosti polymerních tavenin",OPENDATAST96_PT_CZ_DIFF_PV2020-389.xml
CZ,CZ,308496,B6,2020-09-23,2020-39,2020-01-27,Systém řízení AC nabíjecí stanice nebo skupiny nabíjecích stanic pro lokální distribuční sítě s omezenou rezervovanou kapacitou a způsob řízení pomocí tohoto systému,OPENDATAST96_PT_CZ_DIFF_PV2020-39.xml
CZ,CZ,308641,B6,2021-01-20,2020-391,2020-07-02,Krycí prostředek rány pro umístění terapeutického prostředku v místě léčby chronické rány,OPENDATAST96_PT_CZ_DIFF_PV2020-391.xml
CZ,CZ,308642,B6,2021-01-20,2020-392,2020-07-02,Třívrstevný krycí prostředek na ránu a způsob jeho výroby,OPENDATAST96_PT_CZ_DIFF_PV2020-392.xml
CZ,CZ,2020-393,A3,2022-01-12,2020-393,2020-07-03,"Světelný modul, zejména pro osvětlovací zařízení vozidla, a osvětlovací zařízení vozidla",OPENDATAST96_PT_CZ_DIFF_PV2020-393.xml
CZ,CZ,2020-394,A3,2022-01-19,2020-394,2020-07-07,"Zařízení gravitačních kanalizačních stok - samoproplachovací shybky, způsob překonávání vodních toků či obdobných podzemních překážek a použití tohoto zařízení",OPENDATAST96_PT_CZ_DIFF_PV2020-394.xml
CZ,CZ,309168,B6,2022-04-06,2020-396,2020-07-07,Stolek na nákladovou hranu vozidla,OPENDATAST96_PT_CZ_DIFF_PV2020-396.xml
CZ,CZ,309084,B6,2022-01-19,2020-397,2020-07-07,Výklopné tažné zařízení,OPENDATAST96_PT_CZ_DIFF_PV2020-397.xml
CZ,CZ,308830,B6,2021-06-23,2020-398,2020-07-08,Řetězový dopravník s dorazovými kolíky pro mycí linky přepravek,OPENDATAST96_PT_CZ_DIFF_PV2020-398.xml
CZ,CZ,308923,B6,2021-09-01,2020-399,2020-07-08,Kartáčová sekce tunelových mycích linek pro umytí přepravek od štítků,OPENDATAST96_PT_CZ_DIFF_PV2020-399.xml
CZ,CZ,308968,B6,2021-10-27,2020-4,2020-01-03,"Navíječ hadic, zejména požárních",OPENDATAST96_PT_CZ_DIFF_PV2020-4.xml
CZ,CZ,308709,B6,2021-03-10,2020-40,2020-01-28,Způsob a prostředek pro ochranu dat v papírových dokumentech,OPENDATAST96_PT_CZ_DIFF_PV2020-40.xml
CZ,CZ,309062,B6,2022-01-05,2020-401,2020-07-09,"Horkovodní akumulátor, soustava pro akumulaci a způsob akumulace elektrické energie",OPENDATAST96_PT_CZ_DIFF_PV2020-401.xml
CZ,CZ,308935,B6,2021-09-15,2020-402,2020-07-09,Prostorový dezinfikátor,OPENDATAST96_PT_CZ_DIFF_PV2020-402.xml
CZ,CZ,308746,B6,2021-04-21,2020-405,2020-07-10,Nástavec držáku vzorků pro hodnocení mechanické odolnosti tenkých vrstev a způsob hodnocení kvality mechanické odolnosti tenkých vrstev pomocí tohoto nástavce,OPENDATAST96_PT_CZ_DIFF_PV2020-405.xml
CZ,CZ,308927,B6,2021-09-08,2020-406,2020-07-10,Mobilní elektronické zařízení pro indikaci včelích nemocí a stavů včelstva,OPENDATAST96_PT_CZ_DIFF_PV2020-406.xml
CZ,CZ,309507,B6,2023-03-08,2020-407,2020-07-13,Způsob úpravy sekundární lithné suroviny z odkaliště po výrobě cínu a wolframu pro získávání koncentrátu lithné slídy,OPENDATAST96_PT_CZ_DIFF_PV2020-407.xml
CZ,CZ,2020-408,A3,2022-01-26,2020-408,2020-07-13,Diagnostické a tréninkově-rehabilitační rozšíření automobilového trenažéru pro osoby po poškození mozku,OPENDATAST96_PT_CZ_DIFF_PV2020-408.xml
CZ,CZ,2020-409,A3,2022-01-26,2020-409,2020-07-13,Reaktivní dvousložkový hydrogel pro multifunkční krytí ran a způsob jeho přípravy,OPENDATAST96_PT_CZ_DIFF_PV2020-409.xml
CZ,CZ,2020-41,A3,2021-08-11,2020-41,2020-01-29,"Zařízení, zejména pro bezdrátové napájení a nabíjení",OPENDATAST96_PT_CZ_DIFF_PV2020-41.xml
CZ,DE,2020-411,A3,2021-02-03,2020-411,2020-07-14,"Způsob úpravy vody, systém pro provádění úpravy vody a jeho použití",OPENDATAST96_PT_CZ_DIFF_PV2020-411.xml
CZ,CZ,309759,B6,2023-09-20,2020-412,2020-07-14,Držák pro upevnění jízdního kola na tažném zařízení vozidla,OPENDATAST96_PT_CZ_DIFF_PV2020-412.xml
CZ,CZ,309443,B6,2023-01-18,2020-413,2020-07-14,Koloběžka,OPENDATAST96_PT_CZ_DIFF_PV2020-413.xml
CZ,CZ,309018,B6,2021-11-24,2020-415,2020-07-15,Zařízení pro stanovení selektivní velikosti výbuchového tlaku a rychlosti šíření tlakové vlny,OPENDATAST96_PT_CZ_DIFF_PV2020-415.xml
CZ,CZ,308760,B6,2021-04-28,2020-416,2020-07-15,Pružný svršek holeňové obuvi,OPENDATAST96_PT_CZ_DIFF_PV2020-416.xml
CZ,CZ,2020-418,A3,2022-01-26,2020-418,2020-07-16,Zařízení pro detekci a signalizaci přítomnosti zásilky v poštovní schránce a způsob provádění detekce a signalizace,OPENDATAST96_PT_CZ_DIFF_PV2020-418.xml
CZ,CZ,308747,B6,2021-04-21,2020-423,2020-07-17,"Podešev, zejména pro netradiční vycházkovou obuv",OPENDATAST96_PT_CZ_DIFF_PV2020-423.xml
CZ,CZ,308936,B6,2021-09-15,2020-427,2020-07-27,Způsob nabíjení baterie z fotovoltaického panelu,OPENDATAST96_PT_CZ_DIFF_PV2020-427.xml
CZ,CZ,2020-429,A3,2022-02-09,2020-429,2020-07-28,Sestava tepelného výměníku,OPENDATAST96_PT_CZ_DIFF_PV2020-429.xml
CZ,CZ,309278,B6,2022-07-13,2020-43,2020-01-30,Způsob a zařízení pro měření doby schnutí textilie,OPENDATAST96_PT_CZ_DIFF_PV2020-43.xml
CZ,CZ,308972,B6,2021-10-27,2020-430,2020-07-28,"Systém pro automatickou přípravu a provozní úpravu zálivky při pěstování rostlin, způsob automatické přípravy a provozní úpravy zálivky při pěstování rostlin a pěstební zařízení obsahující tento systém",OPENDATAST96_PT_CZ_DIFF_PV2020-430.xml
CZ,CZ,2020-431,A3,2022-02-09,2020-431,2020-07-29,Zařízení pro zpracování půdy a setí,OPENDATAST96_PT_CZ_DIFF_PV2020-431.xml
CZ,CZ,308937,B6,2021-09-15,2020-437,2020-07-30,Použití hem arginátu pro výrobu léčiva pro léčbu infekce beta koronaviry,OPENDATAST96_PT_CZ_DIFF_PV2020-437.xml
CZ,CZ,309620,B6,2023-05-24,2020-438,2020-07-31,Způsob přípravy amidů kyseliny lysergové a jejich derivátů,OPENDATAST96_PT_CZ_DIFF_PV2020-438.xml
CZ,CZ,308653,B6,2021-01-27,2020-44,2020-01-30,Způsob přípravy černého česneku s antioxidační aktivitou a černý česnek připravený tímto způsobem,OPENDATAST96_PT_CZ_DIFF_PV2020-44.xml
CZ,CZ,2020-440,A3,2022-02-16,2020-440,2020-08-04,Zařízení pro ochranu točivých komponentů dopravní techniky před znečištěním,OPENDATAST96_PT_CZ_DIFF_PV2020-440.xml
CZ,CZ,308948,B6,2021-09-29,2020-441,2020-08-04,Střelná zbraň,OPENDATAST96_PT_CZ_DIFF_PV2020-441.xml
CZ,CZ,308783,B6,2021-05-12,2020-443,2020-08-05,Zařízení pro hodnocení nečistot ve vlákenném materiálu,OPENDATAST96_PT_CZ_DIFF_PV2020-443.xml
CZ,CZ,308784,B6,2021-05-12,2020-444,2020-08-05,Způsob hodnocení nečistot ve vlákenném materiálu neuronovou sítí a systém pro hodnocení nečistot ve vlákenném materiálu pomocí neuronové sítě,OPENDATAST96_PT_CZ_DIFF_PV2020-444.xml
CZ,JP,2020-446,A3,2020-10-14,2020-446,2019-11-12,Rotační zařízení a systém pro výrobu elektrické energie,OPENDATAST96_PT_CZ_DIFF_PV2020-446.xml
CZ,CZ,2020-447,A3,2022-02-16,2020-447,2020-08-06,"Zařízení, systém a způsob včasného varování před přibližujícím se dopravním prostředkem",OPENDATAST96_PT_CZ_DIFF_PV2020-447.xml
CZ,CZ,2020-449,A3,2022-02-23,2020-449,2020-08-07,Ambrožův ježek nebo kartáč,OPENDATAST96_PT_CZ_DIFF_PV2020-449.xml
CZ,AT,2020-45,A3,2020-04-08,2020-45,2018-08-06,Zařízení pro terapeutické použití,OPENDATAST96_PT_CZ_DIFF_PV2020-45.xml
CZ,CZ,2020-450,A3,2022-02-16,2020-450,2020-08-07,Způsob provozu zařízení se svazkem nabitých částic,OPENDATAST96_PT_CZ_DIFF_PV2020-450.xml
CZ,CZ,309297,B6,2022-08-10,2020-451,2020-08-11,Telecentrický f-theta objektiv s korigovanou chromatickou vadou pro laserové aplikace v UV oblasti,OPENDATAST96_PT_CZ_DIFF_PV2020-451.xml
CZ,CZ,309140,B6,2022-03-02,2020-452,2020-08-11,Manipulátor pro nedestruktivní testování radioaktivních vzorků v horkých komorách,OPENDATAST96_PT_CZ_DIFF_PV2020-452.xml
CZ,CZ,308984,B6,2021-11-03,2020-453,2020-08-11,Zařízení pro přípravu vzduchu pro vzduchový chladicí stroj,OPENDATAST96_PT_CZ_DIFF_PV2020-453.xml
CZ,CZ,308959,B6,2021-10-13,2020-454,2020-08-12,"Způsob odstraňování akutně toxických látek ze vzdušin, zejména při havarijních situacích, a zařízení k provádění tohoto způsobu",OPENDATAST96_PT_CZ_DIFF_PV2020-454.xml
CZ,CZ,309425,B6,2022-12-28,2020-455,2020-08-12,Způsob silové regulace tříbodového závěsu zemědělských traktorů a systém pro tuto regulaci,OPENDATAST96_PT_CZ_DIFF_PV2020-455.xml
CZ,CZ,2020-456,A3,2022-02-23,2020-456,2020-08-13,Osvětlovací jednotka s homogenním výstupem světla pro světelné zařízení vozidla,OPENDATAST96_PT_CZ_DIFF_PV2020-456.xml
CZ,CZ,308949,B6,2021-09-29,2020-457,2020-08-14,Mobilní systém pro výcvik střelby a taktiky v uzavřených prostorách,OPENDATAST96_PT_CZ_DIFF_PV2020-457.xml
CZ,CZ,309119,B6,2022-02-09,2020-458,2020-08-17,Zařízení pro měření obsahu přirozených radioaktivních izotopů ve vzorku horniny,OPENDATAST96_PT_CZ_DIFF_PV2020-458.xml
CZ,CZ,309024,B6,2021-12-01,2020-459,2020-08-17,Souprava pro aplikaci kloubní náhrady,OPENDATAST96_PT_CZ_DIFF_PV2020-459.xml
CZ,CZ,309007,B6,2021-11-18,2020-460,2020-08-18,Systém pro simulaci řízení dopravních prostředků,OPENDATAST96_PT_CZ_DIFF_PV2020-460.xml
CZ,CZ,309170,B6,2022-04-06,2020-461,2020-08-19,Zátěžový brzdový ventil pro kolejová vozidla,OPENDATAST96_PT_CZ_DIFF_PV2020-461.xml
CZ,CZ,309141,B6,2022-03-02,2020-462,2020-08-19,Přístroj pro testování vzorků izolantů a dielektrik při nastavitelném tlaku na testovaný vzorek,OPENDATAST96_PT_CZ_DIFF_PV2020-462.xml
CZ,CZ,309063,B6,2022-01-05,2020-464,2020-08-20,Systém pro měření teploty a vlhkosti vzduchu a půdy s bezdrátovým přenosem dat a způsob jeho výroby,OPENDATAST96_PT_CZ_DIFF_PV2020-464.xml
CZ,CN,2020-465,A3,2021-05-05,2020-465,2018-11-30,"Způsob a systém pro ovládání klimatizace pro kolejové vozidlo, a kolejové vozidlo",OPENDATAST96_PT_CZ_DIFF_PV2020-465.xml
CZ,CZ,308806,B6,2021-05-26,2020-467,2020-08-21,Platební systém,OPENDATAST96_PT_CZ_DIFF_PV2020-467.xml
CZ,CZ,308859,B6,2021-07-14,2020-468,2020-08-21,Obráběcí nástroj,OPENDATAST96_PT_CZ_DIFF_PV2020-468.xml
CZ,CZ,308717,B6,2021-03-17,2020-47,2020-01-31,Zařízení a způsob pro separaci složek vzorků,OPENDATAST96_PT_CZ_DIFF_PV2020-47.xml
CZ,CZ,309538,B6,2023-03-29,2020-470,2020-08-24,"Zařízení pro manipulaci a výdej sypkého, tekutého a práškového zboží",OPENDATAST96_PT_CZ_DIFF_PV2020-470.xml
CZ,CZ,2020-472,A3,2022-03-09,2020-472,2020-08-25,Posilovací a rehabilitační pomůcka,OPENDATAST96_PT_CZ_DIFF_PV2020-472.xml
CZ,CZ,309388,B6,2022-11-09,2020-473,2020-08-25,Souvrství tenkých depozitních a lakových vrstev ozdobného facetovaného funkčního kamene,OPENDATAST96_PT_CZ_DIFF_PV2020-473.xml
CZ,CZ,309523,B6,2023-03-22,2020-474,2020-08-27,Naklápěcí prvek manipulačního stolku,OPENDATAST96_PT_CZ_DIFF_PV2020-474.xml
CZ,CZ,308888,B6,2021-08-04,2020-475,2020-08-27,"Nanokatalyzátor na bázi oxidů titanu a zirkonu, způsob jeho výroby a použití",OPENDATAST96_PT_CZ_DIFF_PV2020-475.xml
CZ,CZ,308889,B6,2021-08-04,2020-476,2020-08-27,Způsob výroby bezsirného katalyzátoru pro hydrogenační rafinace ropných frakcí a jejich směsí s rostlinnými oleji,OPENDATAST96_PT_CZ_DIFF_PV2020-476.xml
CZ,US,308734,B6,2021-04-07,2020-477,2020-08-28,Závěsný oblékač oděvů pro horní část těla,OPENDATAST96_PT_CZ_DIFF_PV2020-477.xml
CZ,CZ,309621,B6,2023-05-24,2020-478,2020-08-31,Výtěrovka,OPENDATAST96_PT_CZ_DIFF_PV2020-478.xml
CZ,WO,309169,B6,2022-04-06,2020-479,2018-03-23,Hermetický kompresor,OPENDATAST96_PT_CZ_DIFF_PV2020-479.xml
CZ,CZ,309072,B6,2022-01-12,2020-481,2020-09-01,Způsob přípravy blokového kopolymeru,OPENDATAST96_PT_CZ_DIFF_PV2020-481.xml
CZ,CZ,308890,B6,2021-08-04,2020-482,2020-09-01,Způsob výroby hydrofobního magnetického sorbentu,OPENDATAST96_PT_CZ_DIFF_PV2020-482.xml
CZ,SK,2020-483,A3,2022-01-05,2020-483,2020-09-02,Svíčková nádoba s uloženou anebo připevněnou svíčkou s knotem a způsob jejich výroby,OPENDATAST96_PT_CZ_DIFF_PV2020-483.xml
CZ,CZ,308896,B6,2021-08-11,2020-487,2020-09-03,Zámek pro přední kapotu automobilu,OPENDATAST96_PT_CZ_DIFF_PV2020-487.xml
CZ,CZ,2020-488,A3,2022-03-16,2020-488,2020-09-04,Filtr pro ochranné masky,OPENDATAST96_PT_CZ_DIFF_PV2020-488.xml
CZ,DE,2020-489,A3,2021-04-07,2020-489,2020-09-04,"Nosiče nákladu, které lze ovládat ručně nebo pomocí robotů, s alespoň jedním stohovacím sloupem pro skladování úložného zboží",OPENDATAST96_PT_CZ_DIFF_PV2020-489.xml
CZ,CZ,309030,B6,2021-12-08,2020-49,2020-01-31,Světlovodná maska chladiče,OPENDATAST96_PT_CZ_DIFF_PV2020-49.xml
CZ,CZ,308831,B6,2021-06-23,2020-490,2020-09-06,Způsob přípravy nanočástic oxidu zirkoničitého,OPENDATAST96_PT_CZ_DIFF_PV2020-490.xml
CZ,CZ,2020-491,A3,2022-03-16,2020-491,2020-09-07,"Způsob shromažďování dat o psech, přístupu k nim a nakládání s těmito daty a zařízení k provedení tohoto způsobu",OPENDATAST96_PT_CZ_DIFF_PV2020-491.xml
CZ,CZ,2020-496,A3,2022-03-16,2020-496,2020-09-07,Způsob sběru dat v bezdrátových mesh sítích a zařízení pro jeho implementaci,OPENDATAST96_PT_CZ_DIFF_PV2020-496.xml
CZ,CZ,308917,B6,2021-08-25,2020-497,2020-09-08,Obráběcí nástroj,OPENDATAST96_PT_CZ_DIFF_PV2020-497.xml
CZ,CZ,308944,B6,2021-09-22,2020-498,2020-09-08,Zařízení pro vytěsnění a zadržení chladiva,OPENDATAST96_PT_CZ_DIFF_PV2020-498.xml
CZ,CZ,309052,B6,2021-12-29,2020-499,2020-09-08,Kovací stroj s mazacím zařízením,OPENDATAST96_PT_CZ_DIFF_PV2020-499.xml
CZ,CZ,308563,B6,2020-11-25,2020-5,2020-01-05,Zařízení pro měření směsného radiačního pole fotonů a neutronů,OPENDATAST96_PT_CZ_DIFF_PV2020-5.xml
CZ,CZ,309586,B6,2023-05-03,2020-50,2020-02-03,Opakovač mobilní sítě s indukčním napájením,OPENDATAST96_PT_CZ_DIFF_PV2020-50.xml
CZ,CZ,309760,B6,2023-09-20,2020-500,2020-09-08,Sestava zámku kapoty vozidla pro zdvih kapoty při kolizi,OPENDATAST96_PT_CZ_DIFF_PV2020-500.xml
CZ,DE,309524,B6,2023-03-22,2020-502,2020-09-08,"Stavebnicový systém pro přístroj na vaření, přístroj na vaření a nosná konstrukce",OPENDATAST96_PT_CZ_DIFF_PV2020-502.xml
CZ,CZ,2020-506,A3,2022-03-23,2020-506,2020-09-10,Tepelný výměník pro cylindrické bateriové články plněný kapalinou,OPENDATAST96_PT_CZ_DIFF_PV2020-506.xml
CZ,CZ,2020-507,A3,2022-03-23,2020-507,2020-09-11,Převodovka s plynulou změnou převodového poměru,OPENDATAST96_PT_CZ_DIFF_PV2020-507.xml
CZ,CZ,308995,B6,2021-11-10,2020-508,2020-09-11,Sestava zámku s cylindrickou vložkou a klíče pro tento zámek,OPENDATAST96_PT_CZ_DIFF_PV2020-508.xml
CZ,CZ,309460,B6,2023-02-01,2020-51,2020-02-03,"Antifungální přípravek na bázi fenylpropanoidu 7-hydroxymatairesinolu inhibující růst a množení houbových patogenů způsobujících onemocnění komplexem ""grapevine trunk diseases"" (GTD) jako je ESCA, Petriho choroba, Botryosphaeriové odumírání, Eutypové odumírání, Phomopsisový úžeh a Černání kořenového krčku",OPENDATAST96_PT_CZ_DIFF_PV2020-51.xml
CZ,CZ,309356,B6,2022-09-28,2020-510,2020-09-15,"Substituované purinové sloučeniny jako inhibitory proteinkináz, jejich použití jako léčiva a farmaceutické přípravky obsahující tyto deriváty",OPENDATAST96_PT_CZ_DIFF_PV2020-510.xml
CZ,IB,2020-511,A3,2020-10-14,2020-511,2018-04-13,Klimatizační zařízení,OPENDATAST96_PT_CZ_DIFF_PV2020-511.xml
CZ,CZ,308985,B6,2021-11-03,2020-513,2020-09-15,Sestava pro plazmový hořák a způsob provozování sestavy pro plazmový hořák,OPENDATAST96_PT_CZ_DIFF_PV2020-513.xml
CZ,CZ,308860,B6,2021-07-14,2020-515,2020-09-16,Mechanismus k nastavení segmentů segmentového radiálního ložiska,OPENDATAST96_PT_CZ_DIFF_PV2020-515.xml
CZ,CZ,2020-516,A3,2022-04-27,2020-516,2020-09-17,"Kompozit, způsob jeho výroby a zařízení k provádění tohoto způsobu",OPENDATAST96_PT_CZ_DIFF_PV2020-516.xml
CZ,CZ,308996,B6,2021-11-10,2020-517,2020-09-17,Letecké sedadlo,OPENDATAST96_PT_CZ_DIFF_PV2020-517.xml
CZ,CZ,2020-521,A3,2022-03-30,2020-521,2020-09-18,Filtrační zařízení proti vdechování virů,OPENDATAST96_PT_CZ_DIFF_PV2020-521.xml
CZ,CZ,309085,B6,2022-01-19,2020-525,2020-09-22,Způsob přípravy indikační náplně do detekčních trubiček k detekci fosgenu a difosgenu,OPENDATAST96_PT_CZ_DIFF_PV2020-525.xml
CZ,CZ,308869,B6,2021-07-21,2020-526,2020-02-20,Elektronický trezorový zámek a sestava s takovým zámkem,OPENDATAST96_PT_CZ_DIFF_PV2020-526.xml
CZ,CZ,2020-527,A3,2022-03-30,2020-527,2020-09-22,Azulenové hydrazido-hydrazony a jejich použití k léčbě onkologických onemocnění,OPENDATAST96_PT_CZ_DIFF_PV2020-527.xml
CZ,CZ,309298,B6,2022-08-10,2020-528,2020-09-22,"Pyrrolo[3,2-b]pyrroly s benzhydrazidovou substitucí a jejich použití",OPENDATAST96_PT_CZ_DIFF_PV2020-528.xml
CZ,CZ,2020-529,A3,2022-03-30,2020-529,2020-09-23,Lipidoidy pro transfekci nukleových kyselin a jejich použití,OPENDATAST96_PT_CZ_DIFF_PV2020-529.xml
CZ,CZ,2020-53,A3,2021-08-11,2020-53,2020-02-04,Signální světlo vozidla se zvýšenou viditelností,OPENDATAST96_PT_CZ_DIFF_PV2020-53.xml
CZ,CZ,2020-530,A3,2022-03-30,2020-530,2020-09-23,"Diagnostická souprava pro detekci viru SARS-CoV-2 metodou RT-LAMP, způsob detekce viru SARS-CoV-2 pomocí této soupravy a její použití",OPENDATAST96_PT_CZ_DIFF_PV2020-530.xml
CZ,CZ,308880,B6,2021-07-28,2020-533,2020-09-25,Bezpečnostní bariéra,OPENDATAST96_PT_CZ_DIFF_PV2020-533.xml
CZ,CZ,308907,B6,2021-08-18,2020-534,2020-09-25,"Bicí mechanismus střelných zbraní, zejména zlamovacích, s přímoběžným úderníkem",OPENDATAST96_PT_CZ_DIFF_PV2020-534.xml
CZ,CZ,309422,B6,2022-12-28,2020-535,2020-09-29,Povrchově modifikované částice,OPENDATAST96_PT_CZ_DIFF_PV2020-535.xml
CZ,CZ,309145,B6,2022-03-09,2020-537,2020-09-30,Cílič sutury rotátorové manžety a metoda jeho použití,OPENDATAST96_PT_CZ_DIFF_PV2020-537.xml
CZ,CZ,309272,B6,2022-07-06,2020-538,2020-09-30,Linka pro úpravu aditivního materiálu,OPENDATAST96_PT_CZ_DIFF_PV2020-538.xml
CZ,CZ,2020-539,A3,2022-04-13,2020-539,2020-09-30,Sestava ovládání pojezdového kolečka,OPENDATAST96_PT_CZ_DIFF_PV2020-539.xml
CZ,CZ,308703,B6,2021-03-03,2020-54,2020-02-05,Sestava elektrody pro plazmový obloukový hořák se zlepšeným přenosem elektrického proudu,OPENDATAST96_PT_CZ_DIFF_PV2020-54.xml
CZ,DE,2020-540,A3,2021-04-21,2020-540,2020-10-01,Vana kuchyňského spotřebiče a způsob její výroby,OPENDATAST96_PT_CZ_DIFF_PV2020-540.xml
CZ,CZ,308772,B6,2021-05-05,2020-541,2020-10-01,Sekundární pyrotechnická slož na bezchloristanové bázi s pojistnou funkcí pro squiby s vysokou teplotní odolností,OPENDATAST96_PT_CZ_DIFF_PV2020-541.xml
